entry_time,exit_time,direction,lots,entry_price,exit_price,sl,tp,pnl,exit_reason,strategy,bars_held
2026-02-25 03:00:00,2026-02-25 19:00:00,BUY,0.5,0.70776,0.71172,0.70576,0.71176,198.0,TP,regime_weighted_vote,16
2026-02-25 23:00:00,2026-02-26 16:00:00,BUY,0.51,0.71226,0.71022,0.71026,0.71626,-104.04,SL,regime_weighted_vote,17
2026-02-26 18:00:00,2026-02-26 22:00:00,SELL,0.5,0.70899,0.71103,0.71099,0.70499,-102.0,SL,regime_weighted_vote,4
2026-02-27 01:00:00,2026-02-27 06:00:00,SELL,0.5,0.71013,0.71217,0.71213,0.70613,-102.0,SL,regime_weighted_vote,5
2026-02-27 05:00:00,2026-02-27 15:00:00,BUY,0.49,0.7118,0.70976,0.7098,0.7158,-99.96,SL,regime_weighted_vote,10
2026-03-02 07:00:00,2026-03-02 12:00:00,SELL,0.49,0.70764,0.70968,0.70964,0.70364,-99.96,SL,regime_weighted_vote,5
2026-03-02 15:00:00,2026-03-02 16:00:00,SELL,0.48,0.70565,0.70769,0.70765,0.70165,-97.92,SL,regime_weighted_vote,1
2026-03-03 02:00:00,2026-03-03 08:00:00,BUY,0.48,0.71002,0.70798,0.70802,0.71402,-97.92,SL,regime_weighted_vote,6
2026-03-03 12:00:00,2026-03-03 14:00:00,SELL,0.47,0.70224,0.70428,0.70424,0.69824,-95.88,SL,regime_weighted_vote,2
2026-03-03 15:00:00,2026-03-03 16:00:00,BUY,0.47,0.70113,0.69909,0.69913,0.70513,-95.88,SL,regime_weighted_vote,1
2026-03-03 17:00:00,2026-03-03 18:00:00,SELL,0.46,0.69942,0.70146,0.70142,0.69542,-93.84,SL,regime_weighted_vote,1
2026-03-03 23:00:00,2026-03-04 03:00:00,SELL,0.46,0.70347,0.69951,0.70547,0.69947,182.16,TP,regime_weighted_vote,4
2026-03-04 07:00:00,2026-03-04 08:00:00,SELL,0.47,0.69993,0.70197,0.70193,0.69593,-95.88,SL,regime_weighted_vote,1
2026-03-04 18:00:00,2026-03-05 05:00:00,BUY,0.46,0.70704,0.705,0.70504,0.71104,-93.84,SL,regime_weighted_vote,11
2026-03-05 16:00:00,2026-03-05 18:00:00,SELL,0.46,0.70359,0.69963,0.70559,0.69959,182.16,TP,regime_weighted_vote,2
2026-03-05 21:00:00,2026-03-06 02:00:00,BUY,0.47,0.69814,0.7021,0.69614,0.70214,186.12,TP,regime_weighted_vote,5
2026-03-06 10:00:00,2026-03-06 11:00:00,BUY,0.48,0.70383,0.70179,0.70183,0.70783,-97.92,SL,regime_weighted_vote,1
2026-03-06 12:00:00,2026-03-06 20:00:00,SELL,0.47,0.70089,0.70293,0.70289,0.69689,-95.88,SL,regime_weighted_vote,8
2026-03-09 00:00:00,2026-03-09 07:00:00,SELL,0.47,0.69794,0.69998,0.69994,0.69394,-95.88,SL,regime_weighted_vote,7
2026-03-09 13:00:00,2026-03-09 18:00:00,BUY,0.46,0.70135,0.70531,0.69935,0.70535,182.16,TP,regime_weighted_vote,5
2026-03-09 22:00:00,2026-03-10 04:00:00,BUY,0.47,0.70751,0.70547,0.70551,0.71151,-95.88,SL,regime_weighted_vote,6
2026-03-10 08:00:00,2026-03-10 16:00:00,BUY,0.47,0.7093,0.71326,0.7073,0.7133,186.12,TP,regime_weighted_vote,8
2026-03-10 17:00:00,2026-03-10 20:00:00,BUY,0.48,0.71492,0.71288,0.71292,0.71892,-97.92,SL,regime_weighted_vote,3
2026-03-11 02:00:00,2026-03-11 04:00:00,BUY,0.47,0.71297,0.71693,0.71097,0.71697,186.12,TP,regime_weighted_vote,2
2026-03-11 06:00:00,2026-03-11 09:00:00,BUY,0.48,0.71816,0.71612,0.71616,0.72216,-97.92,SL,regime_weighted_vote,3
2026-03-11 09:00:00,2026-03-11 11:00:00,BUY,0.48,0.71635,0.71431,0.71435,0.72035,-97.92,SL,regime_weighted_vote,2
2026-03-11 14:00:00,2026-03-11 16:00:00,BUY,0.47,0.71461,0.71857,0.71261,0.71861,186.12,TP,regime_weighted_vote,2
2026-03-12 01:00:00,2026-03-12 03:00:00,SELL,0.48,0.71279,0.71483,0.71479,0.70879,-97.92,SL,regime_weighted_vote,2
2026-03-12 06:00:00,2026-03-12 10:00:00,SELL,0.48,0.71226,0.7143,0.71426,0.70826,-97.92,SL,regime_weighted_vote,4
2026-03-12 14:00:00,2026-03-12 16:00:00,SELL,0.47,0.71298,0.70902,0.71498,0.70898,186.12,TP,regime_weighted_vote,2
2026-03-12 16:00:00,2026-03-13 08:00:00,SELL,0.48,0.70892,0.70496,0.71092,0.70492,190.08,TP,regime_weighted_vote,16
2026-03-13 17:00:00,2026-03-16 09:00:00,SELL,0.49,0.70011,0.70215,0.70211,0.69611,-99.96,SL,regime_weighted_vote,16
2026-03-16 09:00:00,2026-03-16 13:00:00,BUY,0.48,0.70126,0.70522,0.69926,0.70526,190.08,TP,regime_weighted_vote,4
2026-03-16 16:00:00,2026-03-17 15:00:00,BUY,0.49,0.70625,0.71021,0.70425,0.71025,194.04,TP,regime_weighted_vote,23
2026-03-17 15:00:00,2026-03-17 17:00:00,BUY,0.5,0.71107,0.70903,0.70907,0.71507,-102.0,SL,regime_weighted_vote,2
2026-03-17 17:00:00,2026-03-18 07:00:00,SELL,0.5,0.70985,0.71189,0.71185,0.70585,-102.0,SL,regime_weighted_vote,14
2026-03-17 20:00:00,2026-03-18 14:00:00,BUY,0.5,0.71044,0.7084,0.70844,0.71444,-102.0,SL,regime_weighted_vote,18
2026-03-18 15:00:00,2026-03-18 17:00:00,SELL,0.49,0.70652,0.70856,0.70852,0.70252,-99.96,SL,regime_weighted_vote,2
2026-03-18 21:00:00,2026-03-19 04:00:00,SELL,0.48,0.70348,0.70552,0.70548,0.69948,-97.92,SL,regime_weighted_vote,7
2026-03-19 06:00:00,2026-03-19 11:00:00,SELL,0.48,0.70366,0.7057,0.70566,0.69966,-97.92,SL,regime_weighted_vote,5
2026-03-19 15:00:00,2026-03-19 17:00:00,SELL,0.47,0.70383,0.70587,0.70583,0.69983,-95.88,SL,regime_weighted_vote,2
2026-03-20 05:00:00,2026-03-20 12:00:00,BUY,0.47,0.70818,0.70614,0.70618,0.71218,-95.88,SL,regime_weighted_vote,7
2026-03-20 13:00:00,2026-03-20 16:00:00,SELL,0.46,0.70783,0.70387,0.70983,0.70383,182.16,TP,regime_weighted_vote,3
2026-03-20 19:00:00,2026-03-20 20:00:00,BUY,0.47,0.7034,0.70136,0.7014,0.7074,-95.88,SL,regime_weighted_vote,1
2026-03-20 22:00:00,2026-03-22 23:00:00,BUY,0.47,0.70208,0.70004,0.70008,0.70608,-95.88,SL,regime_weighted_vote,1
2026-03-20 16:00:00,2026-03-23 02:00:00,SELL,0.47,0.70336,0.6994,0.70536,0.69936,186.12,TP,regime_weighted_vote,10
2026-03-23 02:00:00,2026-03-23 08:00:00,SELL,0.47,0.69933,0.69537,0.70133,0.69533,186.12,TP,regime_weighted_vote,6
2026-03-23 08:00:00,2026-03-23 10:00:00,SELL,0.48,0.6955,0.69754,0.6975,0.6915,-97.92,SL,regime_weighted_vote,2
2026-03-23 10:00:00,2026-03-23 12:00:00,SELL,0.48,0.69657,0.69261,0.69857,0.69257,190.08,TP,regime_weighted_vote,2
2026-03-23 12:00:00,2026-03-23 13:00:00,SELL,0.49,0.69216,0.6942,0.69416,0.68816,-99.96,SL,regime_weighted_vote,1
2026-03-23 13:00:00,2026-03-23 14:00:00,SELL,0.48,0.69843,0.70047,0.70043,0.69443,-97.92,SL,regime_weighted_vote,1
2026-03-23 22:00:00,2026-03-24 02:00:00,BUY,0.48,0.70095,0.69891,0.69895,0.70495,-97.92,SL,regime_weighted_vote,4
2026-03-24 12:00:00,2026-03-24 22:00:00,SELL,0.47,0.69751,0.69955,0.69951,0.69351,-95.88,SL,regime_weighted_vote,10
2026-03-25 13:00:00,2026-03-26 13:00:00,SELL,0.47,0.69655,0.69259,0.69855,0.69255,186.12,TP,regime_weighted_vote,24
2026-03-26 15:00:00,2026-03-26 21:00:00,SELL,0.48,0.69233,0.68837,0.69433,0.68833,190.08,TP,regime_weighted_vote,6
2026-03-26 21:00:00,2026-03-26 22:00:00,SELL,0.49,0.68758,0.68962,0.68958,0.68358,-99.96,SL,regime_weighted_vote,1
2026-03-26 22:00:00,2026-03-27 06:00:00,SELL,0.48,0.68855,0.69059,0.69055,0.68455,-97.92,SL,regime_weighted_vote,8
2026-03-27 14:00:00,2026-03-30 02:00:00,SELL,0.48,0.68856,0.6846,0.69056,0.68456,190.08,TP,regime_weighted_vote,11
2026-03-30 10:00:00,2026-03-31 04:00:00,SELL,0.49,0.68497,0.68701,0.68697,0.68097,-99.96,SL,regime_weighted_vote,18
2026-03-31 07:00:00,2026-03-31 10:00:00,SELL,0.48,0.68428,0.68632,0.68628,0.68028,-97.92,SL,regime_weighted_vote,3
2026-03-31 11:00:00,2026-03-31 17:00:00,BUY,0.48,0.68607,0.68403,0.68407,0.69007,-97.92,SL,regime_weighted_vote,6
2026-03-31 21:00:00,2026-04-01 09:00:00,BUY,0.47,0.68897,0.69293,0.68697,0.69297,186.12,TP,regime_weighted_vote,12
2026-04-01 10:00:00,2026-04-02 04:00:00,BUY,0.48,0.69281,0.69077,0.69081,0.69681,-97.92,SL,regime_weighted_vote,18
2026-04-02 05:00:00,2026-04-02 17:00:00,SELL,0.48,0.68862,0.69066,0.69062,0.68462,-97.92,SL,regime_weighted_vote,12
2026-04-03 02:00:00,2026-04-03 18:00:00,BUY,0.47,0.69106,0.68902,0.68906,0.69506,-95.88,SL,regime_weighted_vote,16
2026-04-03 18:00:00,2026-04-06 05:00:00,SELL,0.47,0.68911,0.69115,0.69111,0.68511,-95.88,SL,regime_weighted_vote,11
2026-04-06 10:00:00,2026-04-06 20:00:00,BUY,0.46,0.69286,0.69082,0.69086,0.69686,-93.84,SL,regime_weighted_vote,10
2026-04-07 02:00:00,2026-04-07 11:00:00,SELL,0.46,0.69152,0.69356,0.69352,0.68752,-93.84,SL,regime_weighted_vote,9
2026-04-06 20:00:00,2026-04-07 20:00:00,BUY,0.46,0.69139,0.69535,0.68939,0.69539,182.16,TP,regime_weighted_vote,24
2026-04-07 20:00:00,2026-04-08 01:00:00,BUY,0.46,0.69534,0.6993,0.69334,0.69934,182.16,TP,regime_weighted_vote,5
2026-04-08 01:00:00,2026-04-08 22:00:00,BUY,0.47,0.70484,0.7028,0.70284,0.70884,-95.88,SL,regime_weighted_vote,21
2026-04-09 03:00:00,2026-04-09 16:00:00,SELL,0.46,0.70342,0.70546,0.70542,0.69942,-93.84,SL,regime_weighted_vote,13
2026-04-09 19:00:00,2026-04-10 07:00:00,BUY,0.46,0.70854,0.7065,0.70654,0.71254,-93.84,SL,regime_weighted_vote,12
2026-04-10 23:00:00,2026-04-13 00:00:00,BUY,0.46,0.7067,0.70466,0.7047,0.7107,-93.84,SL,regime_weighted_vote,1
2026-04-13 09:00:00,2026-04-13 17:00:00,SELL,0.45,0.70434,0.70638,0.70634,0.70034,-91.8,SL,regime_weighted_vote,8
2026-04-13 17:00:00,2026-04-14 11:00:00,BUY,0.45,0.70648,0.71044,0.70448,0.71048,178.2,TP,regime_weighted_vote,18
2026-04-14 16:00:00,2026-04-15 00:00:00,BUY,0.46,0.71372,0.71168,0.71172,0.71772,-93.84,SL,regime_weighted_vote,8
2026-04-15 01:00:00,2026-04-15 21:00:00,BUY,0.45,0.71279,0.71675,0.71079,0.71679,178.2,TP,regime_weighted_vote,20
2026-04-15 21:00:00,2026-04-16 19:00:00,BUY,0.46,0.71742,0.71538,0.71542,0.72142,-93.84,SL,regime_weighted_vote,22
2026-04-16 18:00:00,2026-04-17 15:00:00,SELL,0.46,0.71681,0.71885,0.71881,0.71281,-93.84,SL,regime_weighted_vote,21
2026-04-17 12:00:00,2026-04-17 16:00:00,BUY,0.45,0.71721,0.72117,0.71521,0.72121,178.2,TP,regime_weighted_vote,4
2026-04-17 16:00:00,2026-04-17 18:00:00,BUY,0.46,0.72103,0.71899,0.71903,0.72503,-93.84,SL,regime_weighted_vote,2
2026-04-17 18:00:00,2026-04-20 00:00:00,SELL,0.45,0.71892,0.71496,0.72092,0.71492,178.2,TP,regime_weighted_vote,6
2026-04-20 09:00:00,2026-04-20 18:00:00,SELL,0.46,0.71549,0.71753,0.71749,0.71149,-93.84,SL,regime_weighted_vote,9
2026-04-20 19:00:00,2026-04-21 10:00:00,BUY,0.46,0.71723,0.71519,0.71523,0.72123,-93.84,SL,regime_weighted_vote,15
2026-04-22 09:00:00,2026-04-22 15:00:00,BUY,0.45,0.71678,0.71474,0.71478,0.72078,-91.8,SL,regime_weighted_vote,6
2026-04-22 20:00:00,2026-04-23 20:00:00,SELL,0.45,0.71597,0.71201,0.71797,0.71197,178.2,TP,regime_weighted_vote,24
2026-04-24 19:00:00,2026-04-27 00:00:00,BUY,0.45,0.7151,0.71306,0.7131,0.7191,-91.8,SL,regime_weighted_vote,5
2026-04-23 21:00:00,2026-04-27 03:00:00,SELL,0.46,0.71348,0.71552,0.71548,0.70948,-93.84,SL,regime_weighted_vote,30
2026-04-27 03:00:00,2026-04-27 17:00:00,BUY,0.45,0.7157,0.71966,0.7137,0.7197,178.2,TP,regime_weighted_vote,14
2026-04-28 02:00:00,2026-04-28 09:00:00,BUY,0.46,0.71901,0.71697,0.71701,0.72301,-93.84,SL,regime_weighted_vote,7
2026-04-29 03:00:00,2026-04-29 05:00:00,BUY,0.45,0.71858,0.71654,0.71658,0.72258,-91.8,SL,regime_weighted_vote,2
2026-04-27 13:00:00,2026-04-29 16:00:00,SELL,0.46,0.71858,0.71462,0.72058,0.71458,182.16,TP,regime_weighted_vote,51
2026-04-29 17:00:00,2026-04-30 14:00:00,SELL,0.46,0.71403,0.71607,0.71603,0.71003,-93.84,SL,regime_weighted_vote,21
2026-04-30 14:00:00,2026-04-30 21:00:00,BUY,0.45,0.71531,0.71927,0.71331,0.71931,178.2,TP,regime_weighted_vote,7
2026-05-01 10:00:00,2026-05-04 13:00:00,BUY,0.46,0.71952,0.71748,0.71752,0.72352,-93.84,SL,regime_weighted_vote,27
2026-05-04 10:00:00,2026-05-05 08:00:00,SELL,0.46,0.71901,0.71505,0.72101,0.71501,182.16,TP,regime_weighted_vote,22
2026-05-05 18:00:00,2026-05-06 06:00:00,BUY,0.47,0.71941,0.72337,0.71741,0.72341,186.12,TP,regime_weighted_vote,12
2026-05-06 06:00:00,2026-05-06 13:00:00,BUY,0.48,0.7232,0.72716,0.7212,0.7272,190.08,TP,regime_weighted_vote,7
2026-05-06 13:00:00,2026-05-06 14:00:00,BUY,0.48,0.72683,0.72479,0.72483,0.73083,-97.92,SL,regime_weighted_vote,1
2026-05-06 14:00:00,2026-05-06 16:00:00,BUY,0.48,0.72502,0.72298,0.72302,0.72902,-97.92,SL,regime_weighted_vote,2
2026-05-06 16:00:00,2026-05-07 22:00:00,BUY,0.48,0.72342,0.72138,0.72142,0.72742,-97.92,SL,regime_weighted_vote,30
2026-05-07 23:00:00,2026-05-08 08:00:00,SELL,0.47,0.72056,0.7226,0.72256,0.71656,-95.88,SL,regime_weighted_vote,9
2026-05-08 18:00:00,2026-05-11 00:00:00,BUY,0.47,0.72413,0.72209,0.72213,0.72813,-95.88,SL,regime_weighted_vote,6
2026-05-11 00:00:00,2026-05-11 06:00:00,BUY,0.46,0.7219,0.72278,0.7199,0.7259,40.48,EOD,regime_weighted_vote,6
2026-05-11 01:00:00,2026-05-11 06:00:00,SELL,0.46,0.72326,0.72286,0.72526,0.71926,18.4,EOD,regime_weighted_vote,5
